apply_country,filing_year,assignee_country,cnt
LV,1994,FI,2
LV,1995,SK,2
LV,1995,CH,2
LV,1995,DE,2
LV,1995,SE,2
LV,1995,CZ,2
LV,1995,NO,2
LV,1995,RU,2
LV,1996,DK,2
LV,1996,FR,2
LV,1996,CH,2
LV,1996,NO,2
LV,1997,IT,2
LV,1997,AU,2
LV,1997,DE,2
LV,1997,CA,2
LV,1997,FR,2
LV,1998,FR,2
LV,1998,RU,2
LV,1999,IL,2
LV,1999,JP,2
LV,2000,EE,2
LV,2001,US,2
LV,2001,CZ,2
LV,2005,US,2
LV,2006,FR,2
LV,2011,UA,2
LV,2020,QA,2
MA,1993,FR,2
MA,1993,GB,2
MA,1994,PL,2
MA,1995,ES,2
MA,1996,GB,2
MA,1996,CH,2
MA,1997,FR,2
MA,1998,IT,2
MA,1998,ES,2
MA,1999,LU,2
MA,2000,FR,2
MA,2002,CH,2
MA,2002,BE,2
MA,2003,ES,2
MA,2004,IT,2
MA,2005,FI,2
MA,2005,IT,2
MA,2005,BE,2
MA,2005,AU,2
MA,2005,KR,2
MA,2006,BE,2
MA,2007,IL,2
MA,2012,IL,2
MC,2007,FR,2
MC,2010,FR,2
MD,1993,DE,2
MD,1993,AU,2
MD,1994,AT,2
MD,1994,FR,2
MD,1994,DE,2
MD,1994,IR,2
MD,1995,MY,2
MD,1998,FR,2
MD,1999,RO,2
MD,2002,RO,2
MD,2002,RU,2
MD,2006,ES,2
MD,2006,FR,2
MD,2008,TR,2
MD,2009,UA,2
MD,2013,RU,2
MD,2016,BE,2
MD,2016,IT,2
MD,2016,DE,2
MD,2016,RO,2
MD,2017,GB,2
MD,2018,IT,2
MD,2018,GB,2
MD,2019,GB,2
MD,2019,IT,2
MD,2020,GB,2
MD,2020,IT,2
MD,2020,US,2
ME,1998,US,2
ME,1999,US,2
ME,2001,DE,2
ME,2001,DK,2
ME,2001,US,2
ME,2002,HU,2
ME,2003,US,2
ME,2004,DE,2
ME,2006,IT,2
ME,2007,US,2
ME,2007,SE,2
ME,2010,CH,2
ME,2010,ES,2
ME,2010,LU,2
ME,2011,FR,2
ME,2011,CH,2
ME,2012,LU,2
ME,2012,ES,2
ME,2013,AT,2
ME,2014,JP,2
ME,2014,BE,2
ME,2015,GB,2
ME,2016,US,2
ME,2016,DE,2
ME,2017,GB,2
ME,2018,ES,2
MX,1990,CA,2
MX,1991,ES,2
MX,1991,CL,2
MX,1991,FR,2
MX,1992,JP,2
MX,1992,NL,2
MX,1994,KP,2
MX,1994,IL,2
MX,1994,NL,2
MY,1990,FR,2
MY,1990,NO,2
MY,1991,SE,2
MY,1992,DK,2
MY,1992,AU,2
MY,1992,IT,2
MY,1993,FR,2
MY,1995,CN,2
MY,1995,FR,2
MY,2022,TW,2
NI,2007,US,2
NI,2009,US,2
NI,2010,CH,2
NI,2010,ES,2
NI,2011,CA,2
NI,2011,MT,2
NI,2011,MX,2
NI,2012,US,2
NI,2013,CH,2
NI,2014,LU,2
NI,2014,CH,2
NI,2017,CA,2
NI,2019,US,2
NI,2020,SE,2
NL,1990,KR,2
NL,1990,JP,2
NL,1990,FR,2
NL,1991,FI,2
NL,1991,SE,2
NL,1991,BE,2
NL,1991,ZA,2
NL,1991,FR,2
NL,1992,JP,2
NL,1992,FR,2
NL,1993,GB,2
NL,1993,BE,2
NL,1993,AU,2
NL,1994,BE,2
NL,1994,ES,2
NL,1995,GB,2
NL,1995,AT,2
NL,1998,LU,2
NL,1998,CN,2
NL,1998,FR,2
NL,1999,TW,2
NL,2000,AE,2
NL,2001,IN,2
NL,2001,CN,2
NL,2001,IT,2
NL,2001,BE,2
NL,2002,GB,2
NL,2002,EC,2
NL,2002,BE,2
NL,2003,BE,2
NL,2003,DE,2
NL,2004,JP,2
NL,2004,BE,2
NL,2004,GB,2
NL,2004,BM,2
NL,2004,KR,2
NL,2004,AW,2
NL,2005,SE,2
NL,2006,TW,2
NL,2006,MX,2
NL,2007,DE,2
NL,2008,AW,2
NL,2009,DE,2
NL,2009,VG,2
NL,2009,KR,2
NL,2009,TW,2
NL,2009,MX,2
NL,2011,CN,2
NL,2011,ZA,2
NL,2011,JP,2
NL,2014,AW,2
NL,2015,AT,2
NL,2015,KR,2
NL,2015,IT,2
NL,2015,VG,2
NL,2015,BE,2
NL,2016,DE,2
NL,2016,FR,2
NL,2016,ZA,2
NL,2016,CH,2
NL,2016,AU,2
NL,2017,FI,2
NL,2017,AI,2
NL,2017,LU,2
NL,2017,TW,2
NL,2017,GB,2
NL,2018,ES,2
NL,2018,KR,2
NL,2018,TH,2
NL,2018,SE,2
NL,2019,CY,2
NL,2019,ZA,2
NL,2019,CH,2
NL,2019,FR,2
NL,2020,CH,2
NL,2020,SE,2
NL,2020,DK,2
NL,2020,KG,2
NL,2020,GB,2
NL,2021,AT,2
NL,2021,CH,2
NL,2021,CZ,2
NL,2022,CA,2
NL,2023,IE,2
NO,2010,BE,2
NO,2010,SG,2
NO,2010,CH,2
NO,2010,CA,2
NO,2011,BR,2
NO,2011,GB,2
NO,2011,BE,2
NO,2011,FR,2
NO,2012,CL,2
NO,2012,FI,2
NO,2012,SG,2
NO,2013,KR,2
NO,2013,CN,2
NO,2014,GB,2
NO,2014,CA,2
NO,2015,LU,2
NO,2015,SE,2
NO,2016,IE,2
NO,2016,NL,2
NO,2016,CL,2
NO,2016,SE,2
NO,2016,DK,2
NO,2017,BS,2
NO,2017,FO,2
NO,2017,IN,2
NO,2017,BR,2
NO,2018,SE,2
NO,2018,CL,2
NO,2018,CN,2
NO,2018,BE,2
NO,2019,SE,2
NO,2019,RU,2
NO,2020,LV,2
NO,2020,FR,2
NO,2020,MT,2
NO,2021,BE,2
NO,2021,SE,2
NO,2021,AU,2
NO,2022,CY,2
NO,2022,SE,2
NO,2022,DK,2
NO,2022,FI,2
NO,2022,GR,2
NO,2023,JP,2
NO,2023,FI,2
NO,2023,DE,2
NZ,1990,CA,2
NZ,1991,NL,2
NZ,1993,NL,2
NZ,1993,CA,2
NZ,1994,NL,2
NZ,1995,DE,2
NZ,1995,FR,2
NZ,1996,FR,2
NZ,1996,GB,2
NZ,1996,SE,2
NZ,1997,GB,2
NZ,1997,NL,2
NZ,1998,NL,2
NZ,1999,GB,2
NZ,1999,FR,2
NZ,2001,DE,2
NZ,2002,DE,2
NZ,2003,BE,2
NZ,2003,JP,2
NZ,2003,FR,2
NZ,2004,US,2
NZ,2004,AU,2
NZ,2005,NL,2
NZ,2006,AU,2
NZ,2007,JP,2
NZ,2009,JP,2
NZ,2010,DE,2
NZ,2010,US,2
NZ,2019,US,2
PA,1997,CA,2
PA,1998,CA,2
PA,1998,VG,2
PA,1998,MX,2
PA,2000,AU,2
PA,2001,CH,2
PA,2002,US,2
PA,2008,BE,2
PA,2009,DE,2
PE,1991,BE,2
PE,1993,US,2
PE,1995,JP,2
PE,1995,CH,2
PE,1996,GB,2
PE,1996,IT,2
PE,1996,FR,2
PE,1996,CH,2
PE,1996,AU,2
PE,1996,CA,2
PE,1997,FI,2
PE,1997,JP,2
PE,1997,AT,2
PE,1998,BB,2
PE,1998,AT,2
PE,1999,NL,2
PE,1999,ZA,2
PE,1999,DE,2
PE,1999,JP,2
PE,1999,IT,2
PE,2000,JP,2
PE,2000,GB,2
PE,2001,DE,2
PE,2001,ZA,2
PE,2001,IN,2
PE,2002,JP,2
PE,2002,AT,2
PE,2002,CA,2
PE,2002,ZA,2
PE,2002,BM,2
PE,2004,ZA,2
PE,2004,CL,2
PE,2004,CN,2
PE,2004,NL,2
PE,2004,CA,2
PE,2005,RU,2
PE,2005,CH,2
PE,2009,KR,2
PE,2023,FI,2
PE,2023,GB,2
PH,1990,CH,2
PH,1991,JP,2
PH,1991,NZ,2
PH,1992,DE,2
PH,1993,AU,2
PH,1993,JP,2
PH,1993,DE,2
PH,1994,CH,2
PH,1994,CA,2
PH,1996,US,2
PH,2007,US,2
PH,2008,JP,2
PH,2008,US,2
PH,2009,US,2
PH,2013,CL,2
PH,2022,TW,2
PH,2022,ZA,2
PH,2022,MY,2
PH,2023,TW,2
PT,1993,NL,2
PT,1993,IL,2
PT,2023,IT,2
PT,2023,FI,2
PY,2011,CH,2
PY,2013,JP,2
PY,2018,CZ,2
PY,2018,DK,2
PY,2019,ES,2
PY,2020,GB,2
PY,2020,IN,2
PY,2020,CA,2
PY,2020,ES,2
PY,2022,DE,2
PY,2023,DE,2
RO,1990,CA,2
RO,1990,DE,2
RO,1991,AT,2
RO,1991,BE,2
RO,1991,DE,2
RO,1992,IT,2
RO,1992,CN,2
RO,1992,FR,2
RO,1993,FR,2
RO,1993,IT,2
RO,1993,NL,2
RO,1994,KR,2
RO,1994,FI,2
RO,1994,FR,2
RO,1994,GB,2
RO,1995,GB,2
RO,1995,IT,2
RO,1995,AT,2
RO,1995,BE,2
RO,1996,IT,2
RO,1996,NL,2
RO,1997,BM,2
RO,1997,IT,2
RO,1998,CA,2
RO,1998,FR,2
RO,2002,IT,2
RO,2002,FI,2
RO,2004,CA,2
RO,2007,US,2
RO,2007,AU,2
RO,2008,CA,2
RO,2008,US,2
RO,2009,FR,2
RO,2009,KR,2
RO,2010,NO,2
RO,2011,CA,2
RO,2011,DE,2
RO,2012,RU,2
RO,2012,SK,2
RO,2012,CZ,2
RO,2012,ES,2
RO,2012,IN,2
RO,2013,CA,2
RO,2014,CZ,2
RO,2014,CN,2
RO,2014,CA,2
RO,2014,TW,2
RO,2015,PL,2
RO,2016,SK,2
RO,2016,ES,2
RO,2016,DE,2
RO,2019,AT,2
RO,2021,DE,2
RO,2021,UA,2
RO,2021,IT,2
RS,1998,US,2
RS,2001,GB,2
RS,2002,CH,2
RS,2002,HU,2
RS,2003,AU,2
RS,2003,FI,2
RS,2004,GB,2
RS,2004,FR,2
RS,2004,FI,2
RS,2004,HU,2
RS,2005,LU,2
RS,2005,JP,2
RS,2005,ZA,2
RS,2005,FR,2
RS,2005,MX,2
RS,2005,SE,2
RS,2006,IT,2
RS,2006,MK,2
RS,2006,CZ,2
RS,2007,FI,2
RS,2007,AT,2
RS,2007,BA,2
RS,2008,SE,2
RS,2008,MX,2
RS,2008,ES,2
RS,2008,ME,2
RS,2008,CH,2
RS,2009,BA,2
RS,2009,HU,2
RS,2009,CO,2
RS,2009,ES,2
RS,2010,LU,2
RS,2010,NO,2
RS,2022,GB,2
RS,2022,FR,2
RS,2022,BE,2
RS,2022,CN,2
RS,2022,JP,2
RS,2023,US,2
RS,2023,CN,2
RU,2000,GB,2
RU,2020,SE,2
RU,2020,IT,2
RU,2021,KR,2
RU,2021,IN,2
SA,1991,US,2
SA,1991,CH,2
SA,1993,US,2
SA,1993,BE,2
SA,1993,IT,2
SA,1995,AT,2
SA,1995,BB,2
SA,1995,ES,2
SA,1995,CH,2
SA,1996,BE,2
SA,1997,DE,2
SA,1997,NL,2
SA,1997,US,2
SA,1998,CH,2
SA,1999,JP,2
SA,1999,DE,2
SA,2000,BE,2
SA,2001,JP,2
SA,2002,NL,2
SA,2004,JP,2
SA,2005,KR,2
SA,2005,CH,2
SA,2006,JP,2
SA,2007,IT,2
SA,2007,KR,2
SA,2008,FI,2
SA,2008,AT,2
SA,2008,KR,2
SA,2009,KR,2
SA,2010,DE,2
SA,2010,FR,2
SA,2010,KR,2
SA,2010,ES,2
SA,2011,DE,2
SA,2012,FI,2
SA,2012,CN,2
SA,2013,CA,2
SA,2013,DE,2
SA,2013,CN,2
SA,2013,BR,2
SA,2014,GB,2
SA,2014,US,2
SE,1992,ES,2
SE,1992,AT,2
SE,1992,FR,2
SE,1993,BE,2
SE,1993,CH,2
SE,1994,LU,2
SE,1995,LU,2
SE,1995,AT,2
SE,1998,SG,2
SE,1998,NO,2
SE,1998,TW,2
SE,1999,ES,2
SE,1999,IE,2
SE,2001,DK,2
SE,2005,JP,2
SE,2005,DK,2
SE,2005,FR,2
SE,2005,KR,2
SE,2006,ES,2
SE,2006,DK,2
SE,2007,LI,2
SE,2007,FR,2
SE,2007,HK,2
SE,2007,CH,2
SE,2008,CH,2
SE,2008,FR,2
SE,2008,CN,2
SE,2009,NL,2
SE,2009,BR,2
SE,2009,VG,2
SE,2010,AU,2
SE,2011,DE,2
SE,2011,FR,2
SE,2011,NO,2
SE,2011,TW,2
SE,2012,LI,2
SE,2012,FR,2
SE,2012,CN,2
SE,2013,JP,2
SE,2013,NO,2
SE,2013,FR,2
SE,2015,JP,2
SE,2015,GB,2
SE,2015,RU,2
SE,2015,FR,2
SE,2016,NO,2
SE,2016,RU,2
SE,2016,CA,2
SE,2016,FR,2
SE,2017,RU,2
SE,2017,JP,2
SE,2018,NO,2
SE,2018,LV,2
SE,2018,FR,2
SE,2019,DE,2
SE,2019,ES,2
SE,2019,NL,2
SE,2019,AU,2
SE,2020,JP,2
SE,2020,DE,2
SE,2020,AT,2
SE,2020,CZ,2
SE,2021,CY,2
SE,2021,SG,2
SE,2021,GB,2
SE,2022,IT,2
SE,2022,ES,2
SE,2023,KR,2
SE,2023,NO,2
SG,1990,FR,2
SG,1991,GB,2
SG,1991,CN,2
SG,1992,AU,2
SG,1992,GB,2
SG,1992,ES,2
SG,1992,IT,2
SG,1992,DK,2
SG,1993,FR,2
SG,1993,CH,2
SG,1993,AU,2
SG,1994,SE,2
SG,1994,CH,2
SG,1995,US,2
SG,1997,NL,2
SG,1999,US,2
SG,2000,US,2
SG,2001,JP,2
SG,2002,JP,2
SG,2003,JP,2
SG,2004,NZ,2
SG,2005,GB,2
SG,2006,NL,2
SG,2006,CN,2
SG,2006,JP,2
SG,2006,IL,2
SG,2007,CN,2
SG,2021,US,2
SI,1990,HR,2
SI,1991,AT,2
SI,1991,NL,2
SI,1991,BE,2
SI,1991,CH,2
SI,1991,GR,2
SI,1993,IT,2
SI,1994,NO,2
SI,1995,ES,2
SI,1995,SE,2
SI,1995,GB,2
SI,1995,AT,2
SI,1996,NL,2
SI,1996,CH,2
SI,1997,ES,2
SI,1997,CA,2
SI,1997,FR,2
SI,1997,BE,2
SI,1997,NL,2
SI,1998,CH,2
SI,1998,BE,2
SI,1998,GB,2
SI,1999,JP,2
SI,2001,JP,2
SI,2001,SE,2
SI,2002,IE,2
SI,2002,BM,2
SI,2002,FI,2
SI,2020,BE,2
SI,2021,GB,2
SI,2021,AT,2
SI,2021,SE,2
SI,2021,BE,2
SI,2022,BE,2
SI,2022,FR,2
SI,2022,IT,2
SK,1990,AT,2
SK,1990,IT,2
SK,1991,CH,2
SK,2002,FI,2
SK,2002,CH,2
SK,2002,IL,2
SK,2002,SE,2
SK,2002,BM,2
SK,2002,GB,2
SK,2005,MX,2
SK,2008,MX,2
SK,2010,AT,2
SK,2012,AT,2
SK,2012,GB,2
SK,2013,UA,2
SK,2015,PL,2
SK,2017,BG,2
SK,2017,SE,2
SK,2018,SC,2
SK,2018,CH,2
SK,2018,GB,2
SK,2019,PL,2
SK,2020,UA,2
SK,2021,CZ,2
SK,2022,HU,2
SM,2005,MX,2
SM,2006,CH,2
SM,2007,IT,2
SM,2007,CH,2
SM,2009,GB,2
SM,2010,BE,2
SM,2010,IT,2
SM,2010,FR,2
SM,2011,TW,2
SM,2011,TD,2
SM,2011,MX,2
SM,2012,DK,2
SM,2012,SE,2
SM,2012,BE,2
SM,2012,IT,2
SM,2013,AT,2
SM,2013,NL,2
SM,2013,AU,2
SM,2014,BE,2
SM,2017,IL,2
SM,2017,AU,2
SM,2017,BE,2
SM,2017,ES,2
SM,2018,CN,2
SM,2018,DE,2
SM,2018,BR,2
SM,2018,FR,2
SM,2019,NO,2
SM,2019,DE,2
SM,2019,ES,2
SM,2019,CN,2
SM,2020,DE,2
SM,2020,IT,2
SM,2020,CN,2
SM,2020,BE,2
SM,2020,PT,2
SM,2021,IT,2
SM,2021,DE,2
SM,2022,ES,2
SM,2022,DE,2
SM,2022,JP,2
SV,1999,US,2
SV,2000,US,2
SV,2000,IN,2
SV,2010,FR,2
SV,2010,US,2
SV,2010,DE,2
SV,2011,CO,2
SV,2011,DE,2
TN,1990,FR,2
TN,1992,CH,2
TN,1992,FR,2
TN,1993,DE,2
TN,1995,FR,2
TN,1996,FR,2
TN,1996,DE,2
TN,1996,MA,2
TN,1997,IE,2
TN,1998,ZA,2
TN,1998,FR,2
TN,1998,CH,2
TN,1999,LU,2
TN,2001,DE,2
TN,2002,IN,2
TN,2002,FR,2
TN,2003,US,2
TN,2004,NL,2
TN,2005,DE,2
TN,2005,FI,2
TN,2006,ES,2
TN,2007,DE,2
TN,2007,IN,2
TN,2007,IT,2
TN,2007,FI,2
TN,2007,CH,2
TN,2008,IT,2
TN,2008,SE,2
TN,2008,ES,2
TN,2009,DE,2
TN,2009,CA,2
TN,2009,AT,2
TN,2009,NL,2
TN,2009,CN,2
TN,2010,ES,2
TN,2010,DK,2
TN,2010,NL,2
TN,2011,JP,2
TN,2011,GB,2
TN,2011,CO,2
TN,2012,LU,2
TN,2012,AU,2
TN,2013,JO,2
TN,2013,FI,2
TN,2013,AT,2
TN,2013,BE,2
TN,2013,NL,2
TN,2014,VG,2
TN,2015,TR,2
TN,2015,CZ,2
TN,2015,BE,2
TN,2016,ZA,2
TN,2016,DK,2
TN,2017,KR,2
TN,2017,FI,2
TN,2017,IT,2
TN,2017,CN,2
TN,2018,IN,2
TN,2020,AU,2
TR,1990,GB,2
TR,1990,BE,2
TR,1990,IT,2
TR,1990,AT,2
TR,1991,GB,2
TR,1991,AT,2
TR,1992,CH,2
TR,1992,BE,2
TR,1993,FR,2
TR,1993,AT,2
TR,1994,IL,2
TR,1994,AT,2
TR,1995,GB,2
TR,1995,DE,2
TR,1995,BE,2
TR,2001,KR,2
TR,2001,GB,2
TR,2002,AT,2
TR,2002,US,2
TR,2002,FR,2
TR,2003,LI,2
TR,2003,JP,2
TR,2004,CN,2
TR,2005,IN,2
TR,2005,DE,2
TR,2005,MX,2
TR,2006,AU,2
TR,2006,BE,2
TR,2006,CA,2
TR,2007,CN,2
TR,2007,FI,2
TR,2007,DE,2
TR,2008,GB,2
TR,2008,JP,2
TR,2008,NL,2
TR,2009,KR,2
TR,2009,FI,2
TR,2009,IL,2
TR,2010,NO,2
TR,2011,NL,2
TR,2017,CA,2
TR,2017,JP,2
TR,2017,FI,2
TR,2018,IT,2
TR,2020,PS,2
TR,2021,SY,2
TR,2021,US,2
TW,1991,KR,2
UA,1991,CH,2
UA,1993,CH,2
UA,1993,AU,2
UA,1994,AT,2
UA,1994,SE,2
UA,1995,CH,2
UA,1995,FI,2
UA,1995,KR,2
UA,1996,NO,2
UA,1996,CH,2
UA,1997,DK,2
UA,1997,NL,2
UA,1998,CA,2
UA,1998,DK,2
UA,1999,DK,2
UA,1999,GB,2
UA,1999,BE,2
UA,1999,AT,2
UA,2000,SK,2
UA,2000,CA,2
UA,2000,DK,2
UA,2000,ES,2
UA,2001,CZ,2
UA,2002,JP,2
UA,2004,BE,2
UA,2004,FI,2
UA,2021,GB,2
UA,2021,FI,2
UA,2021,CH,2
UA,2021,IT,2
UA,2022,JP,2
UA,2022,BE,2
UA,2023,US,2
UY,1991,US,2
UY,1993,AR,2
UY,1995,ES,2
UY,1995,BR,2
UY,1996,FR,2
UY,1997,DE,2
UY,1998,MX,2
UY,1998,FR,2
UY,1998,AU,2
UY,1998,CH,2
UY,1998,GB,2
UY,1999,US,2
UY,2001,CH,2
UY,2001,BE,2
UY,2004,JP,2
UY,2005,FR,2
UY,2006,GB,2
UY,2006,SE,2
UY,2007,AR,2
UY,2007,IT,2
UY,2008,DE,2
UY,2009,NL,2
UY,2009,AU,2
UY,2010,BE,2
UY,2010,CO,2
UY,2011,IT,2
UY,2011,DE,2
UY,2011,BR,2
UY,2012,BE,2
UY,2012,AU,2
UY,2014,BM,2
UY,2014,BR,2
UY,2015,BR,2
UY,2015,NZ,2
UY,2015,ES,2
UY,2016,BR,2
UY,2016,NL,2
UY,2016,FI,2
UY,2016,IE,2
UY,2017,SE,2
UY,2018,CL,2
UY,2018,CZ,2
UY,2018,GB,2
UY,2019,GB,2
UY,2020,CH,2
UY,2020,FR,2
UY,2020,GB,2
UY,2020,FI,2
UY,2020,DE,2
UY,2021,IE,2
UY,2021,CH,2
UY,2021,IN,2
UY,2021,DE,2
UY,2023,CN,2
UY,2023,ES,2
UY,2023,SE,2
UY,2023,CH,2
ZA,1990,CA,2
ZA,1991,CH,2
ZA,1992,CH,2
ZA,1992,AU,2
ZA,1992,IT,2
ZA,1993,AU,2
ZA,1993,KR,2
ZA,1993,FI,2
ZA,1993,AT,2
ZA,1994,GB,2
ZA,1995,CA,2
ZA,1995,BB,2
ZA,1996,JP,2
ZA,1997,AT,2
ZA,1997,KR,2
ZA,1998,CH,2
ZA,1999,FR,2
ZA,2001,FR,2
ZA,2002,AU,2
ZA,2002,CH,2
ZA,2003,ES,2
ZA,2003,NL,2
ZA,2003,BE,2
ZA,2005,BM,2
ZA,2006,IT,2
ZA,2006,JP,2
ZA,2006,FR,2
ZA,2006,NL,2
ZA,2007,FI,2
ZA,2007,CA,2
ZA,2007,CH,2
ZA,2007,DK,2
ZA,2008,AT,2
ZW,1990,US,2
AR,1990,IT,1
AR,1990,CA,1
AR,1994,US,1
AR,1995,DE,1
AR,1995,CA,1
AR,1995,GB,1
AR,1995,FR,1
AR,1995,ES,1
AR,1995,BE,1
AR,2002,ZA,1
AR,2003,BE,1
AR,2003,BM,1
AT,2011,SE,1
AT,2012,SK,1
AT,2012,LU,1
AT,2012,CZ,1
AT,2013,SI,1
AT,2013,IT,1
AT,2014,PL,1
AT,2014,SK,1
AT,2014,FI,1
AT,2015,FI,1
AT,2015,BE,1
AT,2015,RU,1
AT,2017,BG,1
AT,2018,FR,1
AT,2018,CA,1
AT,2018,IT,1
AT,2019,CY,1
AT,2019,CZ,1
AT,2019,UA,1
AT,2021,ES,1
AT,2021,TR,1
AT,2022,CH,1
AT,2022,CY,1
AT,2023,CN,1
AU,1990,BS,1
AU,1990,NO,1
BA,1995,CA,1
BA,1996,FR,1
BA,1997,PA,1
BA,1998,PA,1
BE,1990,GB,1
BE,1991,ZA,1
BE,1991,IE,1
BE,1991,CA,1
BE,1991,US,1
BE,1991,DE,1
BE,1991,JP,1
BE,1992,CH,1
BE,1992,FR,1
BE,1992,US,1
BE,1992,AT,1
BE,1992,NO,1
BE,1993,SK,1
BE,1993,ES,1
BE,1993,PT,1
BE,1995,CH,1
BE,1995,IT,1
BE,1995,BR,1
BE,1995,IE,1
BE,1995,US,1
BE,1996,TW,1
BE,1996,GB,1
BE,1996,LB,1
BE,1996,SE,1
BE,1996,FI,1
BE,1996,US,1
BE,1997,FR,1
BE,1997,CA,1
BE,1997,CH,1
BE,1998,GB,1
BE,1998,LU,1
BE,1998,TW,1
BE,1998,JP,1
BE,1999,TW,1
BE,1999,FR,1
BE,1999,FI,1
BE,1999,CA,1
BE,1999,GB,1
BE,1999,NL,1
BE,2000,JP,1
BE,2001,CH,1
BE,2001,LU,1
BE,2001,JP,1
BE,2001,LI,1
BE,2002,JP,1
BE,2002,DE,1
BE,2003,NL,1
BE,2003,DE,1
BE,2003,GB,1
BE,2004,RU,1
BE,2004,DE,1
BE,2004,KR,1
BE,2004,LU,1
BE,2005,JP,1
BE,2005,DE,1
BE,2007,IN,1
BE,2008,NL,1
BE,2008,DE,1
BE,2009,LB,1
BE,2010,FR,1
BE,2010,US,1
BE,2011,IL,1
BE,2011,CH,1
BE,2011,TW,1
BE,2012,TW,1
BE,2012,CH,1
BE,2012,LU,1
BE,2012,GB,1
BE,2013,AT,1
BE,2013,NL,1
BE,2014,IT,1
BE,2014,SG,1
BE,2015,IT,1
BE,2015,NL,1
BE,2015,JP,1
BE,2015,KR,1
BE,2016,ES,1
BE,2016,IE,1
BE,2016,DK,1
BE,2019,US,1
BG,1990,AT,1
BG,1991,HR,1
BG,1992,JP,1
BG,1996,AT,1
BG,1996,NO,1
BG,2005,BM,1
BG,2006,US,1
BG,2006,ZA,1
BG,2006,JP,1
BG,2006,CZ,1
BG,2007,CZ,1
BG,2009,BM,1
BG,2009,DE,1
BG,2009,CN,1
BG,2009,IE,1
BG,2010,RU,1
BG,2011,TD,1
BG,2011,RU,1
BG,2011,TR,1
BG,2012,TR,1
BG,2012,CZ,1
BG,2013,JP,1
BG,2014,NL,1
BG,2015,CL,1
BG,2015,CZ,1
BG,2015,BM,1
BG,2017,CZ,1
BG,2017,CH,1
BG,2018,CL,1
BG,2019,CA,1
BG,2019,CZ,1
BG,2019,CH,1
BG,2021,CZ,1
BG,2022,CZ,1
BG,2022,TR,1
BG,2023,CN,1
BR,2023,GB,1
BR,2023,TR,1
BR,2023,IT,1
BY,1996,GB,1
CH,1990,FR,1
CH,1991,KR,1
CH,1991,GB,1
CH,1991,ES,1
CH,1991,FI,1
CH,1991,FR,1
CH,1991,NO,1
CH,1991,AU,1
CH,1992,LI,1
CH,1992,FR,1
CH,1992,ES,1
CH,1992,AT,1
CH,1992,IE,1
CH,1992,BG,1
CH,1993,BE,1
CH,1993,ES,1
CH,1993,CA,1
CH,1993,US,1
CH,1994,JP,1
CH,1994,IE,1
CH,1995,JP,1
CH,1995,BZ,1
CH,1995,CZ,1
CH,1996,IT,1
CH,1996,FR,1
CH,1996,FI,1
CH,1996,LU,1
CH,1996,JP,1
CH,1997,KR,1
CH,1997,BE,1
CH,1997,FR,1
CH,1998,AT,1
CH,1999,DK,1
CH,1999,LI,1
CH,1999,GB,1
CH,2000,AU,1
CH,2000,US,1
CH,2000,AT,1
CH,2001,IN,1
CH,2001,TW,1
CH,2001,GB,1
CH,2001,LI,1
CH,2001,ES,1
CH,2001,JP,1
CH,2002,PA,1
CH,2002,LI,1
CH,2002,US,1
CH,2003,DK,1
CH,2003,MT,1
CH,2003,TW,1
CH,2004,FR,1
CH,2004,IT,1
CH,2004,NL,1
CH,2005,LI,1
CH,2007,MU,1
CH,2007,IT,1
CH,2007,DE,1
CH,2007,ES,1
CH,2007,DK,1
CH,2007,TW,1
CH,2007,SG,1
CH,2008,MH,1
CH,2008,HR,1
CH,2008,DK,1
CH,2008,AE,1
CH,2008,JP,1
CH,2009,CO,1
CH,2009,LU,1
CH,2009,FR,1
CH,2010,ES,1
CH,2010,CA,1
CH,2010,JP,1
CH,2010,MY,1
CH,2010,AU,1
CH,2011,AE,1
CH,2011,FI,1
CH,2012,MT,1
CH,2012,LI,1
CH,2012,CN,1
CH,2012,AT,1
CH,2012,FR,1
CH,2012,IT,1
CH,2013,BR,1
CH,2013,LI,1
CH,2013,TW,1
CH,2015,AE,1
CH,2015,NL,1
CH,2015,MH,1
CH,2016,CN,1
CH,2016,JP,1
CH,2016,BR,1
CH,2017,SA,1
CH,2017,RU,1
CH,2017,GB,1
CH,2018,EE,1
CH,2018,TR,1
CH,2018,GB,1
CH,2019,EE,1
CH,2019,AD,1
CH,2019,ES,1
CH,2020,RU,1
CH,2021,GB,1
CH,2021,JP,1
CH,2022,FR,1
CH,2022,DE,1
CH,2022,CZ,1
CH,2023,AD,1
CH,2023,LI,1
CH,2023,ES,1
CH,2023,US,1
CL,2003,US,1
CL,2003,GB,1
CL,2003,CH,1
CL,2003,JP,1
CL,2003,AU,1
CL,2003,DE,1
CL,2004,BE,1
CL,2005,IN,1
CL,2005,US,1
CN,2010,ZA,1
CN,2011,FI,1
CN,2011,IL,1
CN,2012,SE,1
CN,2012,AU,1
CN,2012,GB,1
CN,2012,FR,1
CN,2012,RU,1
CN,2012,NL,1
CN,2013,US,1
CN,2014,GB,1
CN,2014,US,1
CN,2014,TW,1
CN,2014,IT,1
CN,2014,RU,1
CN,2015,SE,1
CN,2015,HU,1
CN,2015,NL,1
CN,2015,SA,1
CN,2015,JP,1
CN,2016,JP,1
CN,2016,CH,1
CN,2016,DE,1
